Gene stable ID	Transcript stable ID	Gene type
ENSG00000271230	ENST00000603257	processed_pseudogene
ENSG00000256377	ENST00000536317	antisense
ENSG00000229907	ENST00000530110	unprocessed_pseudogene
ENSG00000267278	ENST00000591263	antisense
ENSG00000259304	ENST00000559765	processed_pseudogene
ENSG00000274598	ENST00000612818	sense_intronic
ENSG00000269509	ENST00000600724	processed_pseudogene
ENSG00000203837	ENST00000369230	protein_coding
ENSG00000227096	ENST00000449709	processed_pseudogene
ENSG00000182518	ENST00000358460	protein_coding
ENSG00000204572	ENST00000398531	protein_coding
ENSG00000230748	ENST00000448964	processed_pseudogene
ENSG00000281832	ENST00000629776	lincRNA
ENSG00000236627	ENST00000435810	antisense
ENSG00000223942	ENST00000431017	sense_intronic
ENSG00000198934	ENST00000361470	protein_coding
ENSG00000278183	ENST00000621144	protein_coding
ENSG00000277072	ENST00000426587	transcribed_unprocessed_pseudogene
ENSG00000265739	ENST00000581946	antisense
ENSG00000175664	ENST00000479195	protein_coding
ENSG00000156675	ENST00000287263	protein_coding
ENSG00000196917	ENST00000432564	protein_coding
ENSG00000270762	ENST00000604857	processed_pseudogene
ENSG00000237205	ENST00000433316	processed_pseudogene
ENSG00000227257	ENST00000416300	processed_pseudogene
ENSG00000237296	ENST00000446662	transcribed_unprocessed_pseudogene
ENSG00000075035	ENST00000547525	protein_coding
ENSG00000198574	ENST00000367929	protein_coding
ENSG00000257951	ENST00000550420	unprocessed_pseudogene
ENSG00000240074	ENST00000478775	processed_pseudogene
ENSG00000263370	ENST00000581240	antisense
ENSG00000266919	ENST00000586878	sense_intronic
ENSG00000051596	ENST00000432305	protein_coding
ENSG00000245213	ENST00000500914	antisense
ENSG00000177770	ENST00000460287	processed_pseudogene
ENSG00000269578	ENST00000593779	sense_intronic
ENSG00000253240	ENST00000520848	IG_V_pseudogene
ENSG00000267421	ENST00000590579	lincRNA
ENSG00000271492	ENST00000604810	processed_pseudogene
ENSG00000140873	ENST00000562332	protein_coding
ENSG00000230170	ENST00000424481	processed_pseudogene
ENSG00000218732	ENST00000406139	processed_pseudogene
ENSG00000112530	ENST00000337019	protein_coding
ENSG00000237701	ENST00000431631	processed_pseudogene
ENSG00000249924	ENST00000513660	lincRNA
ENSG00000165832	ENST00000298746	protein_coding
ENSG00000204933	ENST00000606252	unprocessed_pseudogene
ENSG00000258099	ENST00000547021	antisense
ENSG00000243099	ENST00000417063	processed_pseudogene
ENSG00000183814	ENST00000460719	protein_coding
ENSG00000225174	ENST00000441184	lincRNA
ENSG00000263343	ENST00000575892	processed_pseudogene
ENSG00000259671	ENST00000558717	processed_pseudogene
ENSG00000257548	ENST00000547679	antisense
ENSG00000143751	ENST00000272091	protein_coding
ENSG00000248462	ENST00000503735	processed_pseudogene
ENSG00000272196	ENST00000607355	protein_coding
ENSG00000276578	ENST00000614345	unprocessed_pseudogene
ENSG00000172890	ENST00000534634	protein_coding
ENSG00000143252	ENST00000367975	protein_coding
ENSG00000284842	ENST00000643354	transcribed_processed_pseudogene
ENSG00000275557	ENST00000617712	processed_transcript
ENSG00000284964	ENST00000643225	transcribed_unprocessed_pseudogene
ENSG00000135622	ENST00000357877	protein_coding
ENSG00000227059	ENST00000545940	protein_coding
ENSG00000224451	ENST00000433775	processed_pseudogene
ENSG00000184845	ENST00000393752	protein_coding
ENSG00000178084	ENST00000318351	protein_coding
ENSG00000090520	ENST00000439351	protein_coding
ENSG00000226423	ENST00000412193	lincRNA
ENSG00000232002	ENST00000446593	lincRNA
ENSG00000169605	ENST00000377938	protein_coding
ENSG00000085365	ENST00000621999	protein_coding
ENSG00000257113	ENST00000549267	processed_pseudogene
ENSG00000106538	ENST00000478771	protein_coding
ENSG00000267776	ENST00000591836	sense_intronic
ENSG00000268764	ENST00000599092	antisense
ENSG00000237195	ENST00000430307	processed_pseudogene
ENSG00000167815	ENST00000334482	protein_coding
ENSG00000259394	ENST00000560358	processed_pseudogene
ENSG00000250204	ENST00000451467	transcribed_unprocessed_pseudogene
ENSG00000279658	ENST00000624061	antisense
ENSG00000080200	ENST00000389622	protein_coding
ENSG00000149451	ENST00000466620	protein_coding
ENSG00000267606	ENST00000591630	lincRNA
ENSG00000229676	ENST00000456783	protein_coding
ENSG00000267710	ENST00000593116	protein_coding
ENSG00000149506	ENST00000278853	protein_coding
ENSG00000206232	ENST00000421382	processed_transcript
ENSG00000218363	ENST00000408043	processed_pseudogene
ENSG00000250343	ENST00000504297	antisense
ENSG00000264019	ENST00000580372	antisense
ENSG00000267192	ENST00000589671	antisense
ENSG00000243824	ENST00000495231	processed_pseudogene
ENSG00000264701	ENST00000578239	antisense
ENSG00000267908	ENST00000600684	unprocessed_pseudogene
ENSG00000276210	ENST00000618204	lincRNA
ENSG00000266932	ENST00000589958	transcribed_processed_pseudogene
ENSG00000267145	ENST00000592968	processed_pseudogene
ENSG00000253441	ENST00000518224	IG_V_pseudogene
ENSG00000249074	ENST00000506966	processed_pseudogene
ENSG00000267298	ENST00000591936	sense_intronic
ENSG00000275265	ENST00000619123	lincRNA
ENSG00000253367	ENST00000522143	IG_V_pseudogene
ENSG00000267549	ENST00000587004	antisense
ENSG00000159374	ENST00000290536	protein_coding
ENSG00000108465	ENST00000579632	protein_coding
ENSG00000121207	ENST00000500890	protein_coding
ENSG00000211951	ENST00000390611	IG_V_gene
ENSG00000284491	ENST00000643364	protein_coding
ENSG00000072080	ENST00000373368	protein_coding
ENSG00000253462	ENST00000520387	IG_V_pseudogene
ENSG00000267781	ENST00000590111	processed_pseudogene
ENSG00000213014	ENST00000391712	processed_pseudogene
ENSG00000253482	ENST00000518751	IG_V_pseudogene
ENSG00000254326	ENST00000522512	IG_V_pseudogene
ENSG00000240225	ENST00000467807	transcribed_unprocessed_pseudogene
ENSG00000274942	ENST00000616570	unprocessed_pseudogene
ENSG00000275276	ENST00000616310	protein_coding
ENSG00000132026	ENST00000592204	protein_coding
ENSG00000253149	ENST00000521012	IG_V_pseudogene
ENSG00000100206	ENST00000216024	protein_coding
ENSG00000254289	ENST00000519182	IG_V_pseudogene
ENSG00000270550	ENST00000603660	IG_V_gene
ENSG00000196344	ENST00000437033	protein_coding
ENSG00000183066	ENST00000412113	protein_coding
ENSG00000144191	ENST00000436404	protein_coding
ENSG00000087302	ENST00000261700	protein_coding
ENSG00000274406	ENST00000620669	protein_coding
ENSG00000278074	ENST00000618297	protein_coding
ENSG00000160789	ENST00000368297	protein_coding
ENSG00000215533	ENST00000447125	sense_overlapping
ENSG00000108442	ENST00000455082	processed_pseudogene
ENSG00000233872	ENST00000428904	processed_pseudogene
ENSG00000228817	ENST00000626681	lincRNA
ENSG00000214821	ENST00000455362	processed_pseudogene
ENSG00000248476	ENST00000504298	sense_intronic
ENSG00000122543	ENST00000416608	protein_coding
ENSG00000273017	ENST00000609910	sense_intronic
ENSG00000225951	ENST00000420801	antisense
ENSG00000071909	ENST00000409940	protein_coding
ENSG00000236056	ENST00000450472	processed_pseudogene
ENSG00000234247	ENST00000413707	processed_pseudogene
ENSG00000267264	ENST00000586818	processed_pseudogene
ENSG00000094975	ENST00000367723	protein_coding
ENSG00000276030	ENST00000620377	lincRNA
ENSG00000241544	ENST00000469196	lincRNA
ENSG00000163888	ENST00000296238	protein_coding
ENSG00000237325	ENST00000490865	processed_pseudogene
ENSG00000237594	ENST00000433071	lincRNA
ENSG00000158019	ENST00000436924	protein_coding
ENSG00000232366	ENST00000412766	processed_pseudogene
ENSG00000120436	ENST00000366834	protein_coding
ENSG00000197429	ENST00000359942	protein_coding
ENSG00000177191	ENST00000321702	protein_coding
ENSG00000267107	ENST00000588495	lincRNA
ENSG00000169813	ENST00000357065	protein_coding
ENSG00000205549	ENST00000380685	protein_coding
ENSG00000176882	ENST00000451812	processed_pseudogene
ENSG00000285844	ENST00000649228	bidirectional_promoter_lncRNA
ENSG00000164855	ENST00000297477	protein_coding
ENSG00000185658	ENST00000333229	protein_coding
ENSG00000284825	ENST00000642778	lincRNA
ENSG00000123810	ENST00000243578	protein_coding
ENSG00000225178	ENST00000484897	processed_pseudogene
ENSG00000268475	ENST00000598887	antisense
ENSG00000236741	ENST00000468716	processed_pseudogene
ENSG00000225656	ENST00000436739	lincRNA
ENSG00000086159	ENST00000489786	protein_coding
ENSG00000280300	ENST00000623681	TEC
ENSG00000228058	ENST00000445339	lincRNA
ENSG00000236963	ENST00000426428	lincRNA
ENSG00000274356	ENST00000621585	unprocessed_pseudogene
ENSG00000268601	ENST00000595680	lincRNA
ENSG00000069248	ENST00000261396	protein_coding
ENSG00000094963	ENST00000209929	protein_coding
ENSG00000131503	ENST00000360839	protein_coding
ENSG00000204482	ENST00000418507	protein_coding
ENSG00000226261	ENST00000405197	processed_pseudogene
ENSG00000250398	ENST00000502884	processed_pseudogene
ENSG00000227013	ENST00000530816	unprocessed_pseudogene
ENSG00000254229	ENST00000519497	unprocessed_pseudogene
ENSG00000074317	ENST00000310112	protein_coding
ENSG00000240957	ENST00000453044	protein_coding
ENSG00000256737	ENST00000398583	processed_pseudogene
ENSG00000231975	ENST00000452195	protein_coding
ENSG00000228105	ENST00000435552	lincRNA
ENSG00000157450	ENST00000559757	protein_coding
ENSG00000235055	ENST00000435784	processed_pseudogene
ENSG00000128923	ENST00000559228	protein_coding
ENSG00000250304	ENST00000502364	processed_pseudogene
ENSG00000224967	ENST00000426307	processed_pseudogene
ENSG00000279227	ENST00000623784	TEC
ENSG00000007908	ENST00000367775	protein_coding
ENSG00000233115	ENST00000518378	unprocessed_pseudogene
ENSG00000151148	ENST00000434735	protein_coding
ENSG00000278726	ENST00000617398	protein_coding
ENSG00000285530	ENST00000648283	antisense
ENSG00000276379	ENST00000612571	protein_coding
ENSG00000203684	ENST00000496552	lincRNA
ENSG00000280013	ENST00000623928	processed_pseudogene
ENSG00000198734	ENST00000367797	protein_coding
ENSG00000279064	ENST00000623723	lincRNA
ENSG00000279186	ENST00000624506	TEC
ENSG00000255437	ENST00000534576	processed_pseudogene
ENSG00000272329	ENST00000606916	lincRNA
ENSG00000186980	ENST00000334160	protein_coding
ENSG00000251591	ENST00000505367	processed_pseudogene
ENSG00000235673	ENST00000447422	processed_pseudogene
ENSG00000256139	ENST00000541704	sense_overlapping
ENSG00000143320	ENST00000368222	protein_coding
ENSG00000156284	ENST00000399899	protein_coding
ENSG00000285570	ENST00000650347	antisense
ENSG00000188643	ENST00000368704	protein_coding
ENSG00000138109	ENST00000461906	protein_coding
ENSG00000255130	ENST00000526382	antisense
ENSG00000129007	ENST00000540479	protein_coding
ENSG00000231029	ENST00000422817	processed_pseudogene
ENSG00000163221	ENST00000368737	protein_coding
ENSG00000229630	ENST00000431395	lincRNA
ENSG00000278607	ENST00000618730	lincRNA
ENSG00000163220	ENST00000368738	protein_coding
ENSG00000277484	ENST00000611369	protein_coding
ENSG00000257730	ENST00000552208	processed_pseudogene
ENSG00000125503	ENST00000263433	protein_coding
ENSG00000111321	ENST00000441074	protein_coding
ENSG00000268133	ENST00000597658	protein_coding
ENSG00000250202	ENST00000512654	processed_pseudogene
ENSG00000184361	ENST00000588866	protein_coding
ENSG00000268163	ENST00000596831	protein_coding
ENSG00000228316	ENST00000413797	processed_pseudogene
ENSG00000285818	ENST00000649623	unprocessed_pseudogene
ENSG00000158748	ENST00000289753	protein_coding
ENSG00000233643	ENST00000441001	lincRNA
ENSG00000176381	ENST00000322583	protein_coding
ENSG00000275099	ENST00000621686	protein_coding
ENSG00000230970	ENST00000423165	antisense
ENSG00000226940	ENST00000453842	unprocessed_pseudogene
ENSG00000243312	ENST00000480094	processed_pseudogene
ENSG00000110876	ENST00000550948	protein_coding
ENSG00000153827	ENST00000283943	protein_coding
ENSG00000163817	ENST00000353278	protein_coding
ENSG00000237651	ENST00000426997	protein_coding
ENSG00000268654	ENST00000599641	lincRNA
ENSG00000247400	ENST00000606011	lincRNA
ENSG00000136933	ENST00000373544	protein_coding
ENSG00000260930	ENST00000563553	lincRNA
ENSG00000249646	ENST00000601375	transcribed_unprocessed_pseudogene
ENSG00000267732	ENST00000590589	lincRNA
ENSG00000253936	ENST00000518422	IG_V_pseudogene
ENSG00000154548	ENST00000452027	protein_coding
ENSG00000253132	ENST00000520057	IG_V_pseudogene
ENSG00000276001	ENST00000619369	unprocessed_pseudogene
ENSG00000213402	ENST00000326294	protein_coding
ENSG00000224743	ENST00000592950	antisense
ENSG00000251423	ENST00000637153	antisense
ENSG00000198300	ENST00000326441	protein_coding
ENSG00000144034	ENST00000489476	protein_coding
ENSG00000159409	ENST00000290585	protein_coding
ENSG00000274947	ENST00000619771	protein_coding
ENSG00000255498	ENST00000533218	antisense
ENSG00000257122	ENST00000551766	transcribed_unprocessed_pseudogene
ENSG00000253241	ENST00000522107	IG_V_pseudogene
ENSG00000271040	ENST00000603032	lincRNA
ENSG00000274395	ENST00000618339	lincRNA
ENSG00000281020	ENST00000629200	protein_coding
ENSG00000215712	ENST00000400788	protein_coding
ENSG00000227094	ENST00000447899	antisense
ENSG00000254706	ENST00000431696	protein_coding
ENSG00000224646	ENST00000421570	processed_pseudogene
ENSG00000226379	ENST00000446132	unprocessed_pseudogene
ENSG00000250950	ENST00000506942	lincRNA
ENSG00000227818	ENST00000430905	lincRNA
ENSG00000260131	ENST00000569603	antisense
ENSG00000274191	ENST00000613543	lincRNA
ENSG00000276728	ENST00000612013	lincRNA
ENSG00000224505	ENST00000589950	antisense
ENSG00000284701	ENST00000434431	protein_coding
ENSG00000274130	ENST00000621120	unprocessed_pseudogene
ENSG00000284608	ENST00000432241	processed_transcript
ENSG00000233039	ENST00000452896	processed_pseudogene
ENSG00000267678	ENST00000589465	processed_pseudogene
ENSG00000203801	ENST00000416104	lincRNA
ENSG00000268734	ENST00000594721	lincRNA
ENSG00000143376	ENST00000642376	protein_coding
ENSG00000254228	ENST00000520410	IG_V_pseudogene
ENSG00000229965	ENST00000411586	processed_pseudogene
ENSG00000228966	ENST00000455653	processed_pseudogene
ENSG00000267904	ENST00000596816	sense_intronic
ENSG00000203413	ENST00000520036	processed_pseudogene
ENSG00000279529	ENST00000623966	antisense
ENSG00000253294	ENST00000517316	IG_V_pseudogene
ENSG00000267165	ENST00000586474	antisense
ENSG00000285184	ENST00000648868	bidirectional_promoter_lncRNA
ENSG00000228757	ENST00000413798	unprocessed_pseudogene
ENSG00000253467	ENST00000520963	IG_V_pseudogene
ENSG00000148408	ENST00000277551	protein_coding
ENSG00000211959	ENST00000390619	IG_V_gene
ENSG00000211958	ENST00000390618	IG_V_gene
ENSG00000253989	ENST00000521454	IG_V_pseudogene
ENSG00000253359	ENST00000518544	IG_V_pseudogene
ENSG00000283411	ENST00000637510	processed_transcript
ENSG00000203987	ENST00000371390	antisense
ENSG00000180481	ENST00000550916	protein_coding
ENSG00000203993	ENST00000371417	antisense
ENSG00000237495	ENST00000489528	protein_coding
ENSG00000285913	ENST00000647769	protein_coding
ENSG00000118113	ENST00000236826	protein_coding
ENSG00000145920	ENST00000359546	protein_coding
ENSG00000197016	ENST00000330619	protein_coding
ENSG00000153201	ENST00000283195	protein_coding
ENSG00000250305	ENST00000447063	protein_coding
ENSG00000234420	ENST00000452075	transcribed_processed_pseudogene
ENSG00000100888	ENST00000430710	protein_coding
ENSG00000169062	ENST00000375299	protein_coding
ENSG00000281848	ENST00000625250	processed_pseudogene
ENSG00000269696	ENST00000596587	antisense
ENSG00000241035	ENST00000480068	processed_pseudogene
ENSG00000270553	ENST00000605540	processed_pseudogene
ENSG00000235644	ENST00000427719	processed_pseudogene
ENSG00000176531	ENST00000595498	protein_coding
ENSG00000255494	ENST00000530150	lincRNA
ENSG00000135334	ENST00000257787	protein_coding
ENSG00000260091	ENST00000567343	lincRNA
ENSG00000011243	ENST00000397410	protein_coding
ENSG00000229925	ENST00000434589	lincRNA
ENSG00000113749	ENST00000377291	protein_coding
ENSG00000232536	ENST00000434112	sense_intronic
ENSG00000148297	ENST00000610672	protein_coding
ENSG00000258136	ENST00000546829	antisense
ENSG00000229986	ENST00000416842	lincRNA
ENSG00000196867	ENST00000301318	protein_coding
ENSG00000213075	ENST00000426558	transcribed_processed_pseudogene
ENSG00000164088	ENST00000457454	protein_coding
ENSG00000143799	ENST00000366794	protein_coding
ENSG00000232306	ENST00000437372	lincRNA
ENSG00000232810	ENST00000449264	protein_coding
ENSG00000283635	ENST00000637634	antisense
ENSG00000234211	ENST00000453111	antisense
ENSG00000062725	ENST00000083182	protein_coding
ENSG00000225057	ENST00000456601	processed_transcript
ENSG00000249297	ENST00000508977	lincRNA
ENSG00000112335	ENST00000230085	protein_coding
ENSG00000224046	ENST00000433446	antisense
ENSG00000275406	ENST00000622497	unprocessed_pseudogene
ENSG00000144485	ENST00000272937	protein_coding
ENSG00000236246	ENST00000451150	unprocessed_pseudogene
ENSG00000107518	ENST00000616894	protein_coding
ENSG00000277949	ENST00000627567	protein_coding
ENSG00000270965	ENST00000603150	processed_pseudogene
ENSG00000285582	ENST00000648967	antisense
ENSG00000284691	ENST00000641330	protein_coding
ENSG00000226661	ENST00000413240	antisense
ENSG00000284048	ENST00000483664	processed_transcript
ENSG00000227814	ENST00000511924	processed_pseudogene
ENSG00000196189	ENST00000435124	protein_coding
ENSG00000254889	ENST00000528788	processed_pseudogene
ENSG00000196456	ENST00000329630	protein_coding
ENSG00000284698	ENST00000641598	unprocessed_pseudogene
ENSG00000284617	ENST00000641758	unprocessed_pseudogene
ENSG00000254796	ENST00000533883	processed_pseudogene
ENSG00000233176	ENST00000494376	unprocessed_pseudogene
ENSG00000249525	ENST00000513885	processed_pseudogene
ENSG00000227913	ENST00000441609	processed_pseudogene
ENSG00000281692	ENST00000626335	antisense
ENSG00000249943	ENST00000515331	processed_pseudogene
ENSG00000250968	ENST00000515840	lincRNA
ENSG00000181359	ENST00000325407	transcribed_processed_pseudogene
ENSG00000285553	ENST00000648584	lincRNA
ENSG00000101856	ENST00000217971	protein_coding
ENSG00000236799	ENST00000433085	lincRNA
ENSG00000136045	ENST00000412830	protein_coding
ENSG00000204703	ENST00000377173	protein_coding
ENSG00000250423	ENST00000402510	protein_coding
ENSG00000260922	ENST00000561672	antisense
ENSG00000270839	ENST00000605088	processed_pseudogene
ENSG00000120915	ENST00000521400	protein_coding
ENSG00000008294	ENST00000262013	protein_coding
ENSG00000206312	ENST00000383264	protein_coding
ENSG00000267123	ENST00000648396	lincRNA
ENSG00000279239	ENST00000624635	transcribed_unprocessed_pseudogene
ENSG00000249870	ENST00000509833	antisense
ENSG00000109794	ENST00000503432	protein_coding
ENSG00000072694	ENST00000236937	protein_coding
ENSG00000173611	ENST00000336505	protein_coding
ENSG00000206314	ENST00000494847	protein_coding
ENSG00000258440	ENST00000554408	processed_pseudogene
ENSG00000213613	ENST00000395256	processed_pseudogene
ENSG00000224745	ENST00000416679	sense_intronic
ENSG00000260701	ENST00000564358	antisense
ENSG00000164466	ENST00000507017	protein_coding
ENSG00000248739	ENST00000507006	processed_pseudogene
ENSG00000248822	ENST00000511396	processed_pseudogene
ENSG00000250205	ENST00000505390	processed_pseudogene
ENSG00000186431	ENST00000391726	protein_coding
ENSG00000185149	ENST00000329476	protein_coding
ENSG00000255222	ENST00000534163	processed_pseudogene
ENSG00000283317	ENST00000636824	lincRNA
ENSG00000198046	ENST00000591790	protein_coding
ENSG00000244528	ENST00000453405	processed_pseudogene
ENSG00000224160	ENST00000439497	processed_pseudogene
ENSG00000235134	ENST00000436607	protein_coding
ENSG00000113838	ENST00000338733	protein_coding
ENSG00000279218	ENST00000622975	TEC
ENSG00000274423	ENST00000618702	unprocessed_pseudogene
ENSG00000251670	ENST00000502684	lincRNA
ENSG00000217377	ENST00000404520	processed_pseudogene
ENSG00000075399	ENST00000561976	protein_coding
ENSG00000254212	ENST00000521595	processed_pseudogene
ENSG00000276734	ENST00000616530	protein_coding
ENSG00000110844	ENST00000552301	protein_coding
ENSG00000231809	ENST00000439890	processed_pseudogene
ENSG00000279727	ENST00000623312	lincRNA
ENSG00000230251	ENST00000437447	processed_pseudogene
ENSG00000274842	ENST00000618685	transcribed_processed_pseudogene
ENSG00000274116	ENST00000615881	processed_pseudogene
ENSG00000127578	ENST00000573440	protein_coding
ENSG00000249514	ENST00000503717	processed_pseudogene
ENSG00000231993	ENST00000420537	antisense
ENSG00000150656	ENST00000358821	protein_coding
ENSG00000258355	ENST00000552486	sense_intronic
ENSG00000231989	ENST00000522232	protein_coding
ENSG00000268069	ENST00000599515	antisense
ENSG00000137674	ENST00000260228	protein_coding
ENSG00000067191	ENST00000394303	protein_coding
ENSG00000255426	ENST00000532068	lincRNA
ENSG00000198830	ENST00000468388	protein_coding
ENSG00000228226	ENST00000442062	lincRNA
ENSG00000256223	ENST00000538918	protein_coding
ENSG00000262766	ENST00000576336	sense_intronic
ENSG00000280491	ENST00000631235	lincRNA
ENSG00000120306	ENST00000261811	protein_coding
ENSG00000259930	ENST00000567256	unprocessed_pseudogene
ENSG00000165434	ENST00000298198	protein_coding
ENSG00000182585	ENST00000413830	protein_coding
ENSG00000231590	ENST00000456962	unitary_pseudogene
ENSG00000254974	ENST00000524889	processed_pseudogene
ENSG00000255444	ENST00000527643	processed_pseudogene
ENSG00000253709	ENST00000523391	IG_V_pseudogene
ENSG00000182700	ENST00000333305	protein_coding
ENSG00000178636	ENST00000503243	transcribed_processed_pseudogene
ENSG00000260983	ENST00000568714	lincRNA
ENSG00000019102	ENST00000326621	protein_coding
ENSG00000130309	ENST00000252599	protein_coding
ENSG00000115365	ENST00000443314	protein_coding
ENSG00000234281	ENST00000433296	antisense
ENSG00000128045	ENST00000248706	protein_coding
ENSG00000138395	ENST00000451080	protein_coding
ENSG00000258253	ENST00000547174	antisense
ENSG00000224016	ENST00000297369	unprocessed_pseudogene
ENSG00000236463	ENST00000412722	lincRNA
ENSG00000228106	ENST00000450784	lincRNA
ENSG00000253646	ENST00000519111	processed_pseudogene
ENSG00000170858	ENST00000413439	transcribed_processed_pseudogene
ENSG00000110799	ENST00000261405	protein_coding
ENSG00000186063	ENST00000340020	protein_coding
ENSG00000224445	ENST00000634316	lincRNA
ENSG00000257261	ENST00000551503	lincRNA
ENSG00000269009	ENST00000599458	processed_pseudogene
ENSG00000168530	ENST00000341685	protein_coding
ENSG00000227954	ENST00000451017	antisense
ENSG00000136869	ENST00000472304	protein_coding
ENSG00000177054	ENST00000532026	protein_coding
ENSG00000163877	ENST00000296215	protein_coding
ENSG00000161714	ENST00000619929	protein_coding
ENSG00000260686	ENST00000565823	sense_overlapping
ENSG00000119599	ENST00000358377	protein_coding
ENSG00000134294	ENST00000256689	protein_coding
ENSG00000015171	ENST00000439456	protein_coding
ENSG00000223638	ENST00000434937	protein_coding
ENSG00000226226	ENST00000457142	processed_pseudogene
ENSG00000228481	ENST00000423120	antisense
ENSG00000235163	ENST00000416788	processed_pseudogene
ENSG00000260759	ENST00000561598	lincRNA
ENSG00000260505	ENST00000563417	lincRNA
ENSG00000267143	ENST00000589395	lincRNA
ENSG00000233883	ENST00000455165	processed_transcript
ENSG00000274676	ENST00000611422	protein_coding
ENSG00000270708	ENST00000604493	processed_pseudogene
ENSG00000145780	ENST00000274457	protein_coding
ENSG00000250444	ENST00000502314	processed_pseudogene
ENSG00000242887	ENST00000463911	IG_J_gene
ENSG00000253433	ENST00000519500	lincRNA
ENSG00000029153	ENST00000544915	protein_coding
ENSG00000220563	ENST00000405497	processed_pseudogene
ENSG00000249002	ENST00000509945	processed_pseudogene
ENSG00000270306	ENST00000605336	processed_pseudogene
ENSG00000234006	ENST00000420520	antisense
ENSG00000285843	ENST00000649376	polymorphic_pseudogene
ENSG00000182376	ENST00000333666	antisense
ENSG00000185900	ENST00000518991	protein_coding
ENSG00000255148	ENST00000532137	antisense
ENSG00000211896	ENST00000390548	IG_C_gene
ENSG00000154485	ENST00000368808	protein_coding
ENSG00000204498	ENST00000376146	protein_coding
ENSG00000075568	ENST00000485245	protein_coding
ENSG00000225146	ENST00000418941	antisense
ENSG00000104497	ENST00000353788	protein_coding
ENSG00000139926	ENST00000556137	protein_coding
ENSG00000285269	ENST00000464104	protein_coding
ENSG00000236036	ENST00000422430	lincRNA
ENSG00000226483	ENST00000428364	processed_pseudogene
ENSG00000163874	ENST00000373087	protein_coding
ENSG00000168395	ENST00000636051	protein_coding
ENSG00000230451	ENST00000438196	processed_pseudogene
ENSG00000275465	ENST00000624497	lincRNA
ENSG00000092978	ENST00000366935	protein_coding
ENSG00000179922	ENST00000325351	protein_coding
ENSG00000260220	ENST00000638797	protein_coding
ENSG00000285820	ENST00000648160	antisense
ENSG00000231924	ENST00000436291	protein_coding
ENSG00000188747	ENST00000341349	protein_coding
ENSG00000249955	ENST00000508955	antisense
ENSG00000271546	ENST00000605141	processed_pseudogene
ENSG00000206034	ENST00000382656	unprocessed_pseudogene
ENSG00000278809	ENST00000611608	protein_coding
ENSG00000275506	ENST00000619270	processed_pseudogene
ENSG00000123352	ENST00000550997	protein_coding
ENSG00000151322	ENST00000551634	protein_coding
ENSG00000275740	ENST00000506502	protein_coding
ENSG00000232127	ENST00000416027	protein_coding
ENSG00000234283	ENST00000428035	lincRNA
ENSG00000228626	ENST00000441281	unprocessed_pseudogene
ENSG00000258836	ENST00000555466	processed_pseudogene
ENSG00000230165	ENST00000454983	processed_pseudogene
ENSG00000180189	ENST00000557424	processed_pseudogene
ENSG00000164068	ENST00000327697	protein_coding
ENSG00000258519	ENST00000555129	processed_pseudogene
ENSG00000243023	ENST00000491303	processed_pseudogene
ENSG00000238132	ENST00000456608	processed_pseudogene
ENSG00000279636	ENST00000623548	lincRNA
ENSG00000174799	ENST00000422247	protein_coding
ENSG00000196381	ENST00000358582	protein_coding
ENSG00000215572	ENST00000400596	processed_pseudogene
ENSG00000232894	ENST00000451581	unprocessed_pseudogene
ENSG00000131966	ENST00000545307	protein_coding
ENSG00000225316	ENST00000648281	lincRNA
ENSG00000065060	ENST00000192788	protein_coding
ENSG00000218454	ENST00000405292	processed_pseudogene
ENSG00000126267	ENST00000246554	protein_coding
ENSG00000188603	ENST00000637100	protein_coding
ENSG00000276156	ENST00000616214	unprocessed_pseudogene
ENSG00000068079	ENST00000415816	protein_coding
ENSG00000261080	ENST00000563807	lincRNA
ENSG00000166716	ENST00000560079	protein_coding
ENSG00000268747	ENST00000595739	processed_pseudogene
ENSG00000270900	ENST00000605501	processed_pseudogene
ENSG00000269839	ENST00000600135	unprocessed_pseudogene
ENSG00000271857	ENST00000606796	antisense
ENSG00000225871	ENST00000454544	processed_pseudogene
ENSG00000254690	ENST00000525023	antisense
ENSG00000236334	ENST00000419275	protein_coding
ENSG00000196268	ENST00000596302	protein_coding
ENSG00000124813	ENST00000483377	protein_coding
ENSG00000171817	ENST00000592533	protein_coding
ENSG00000224481	ENST00000648583	lincRNA
ENSG00000185122	ENST00000400780	protein_coding
ENSG00000280649	ENST00000638752	TEC
ENSG00000178125	ENST00000521998	protein_coding
ENSG00000235988	ENST00000452108	processed_pseudogene
ENSG00000090565	ENST00000262305	protein_coding
ENSG00000285062	ENST00000645329	transcribed_unprocessed_pseudogene
ENSG00000238107	ENST00000427169	lincRNA
ENSG00000272824	ENST00000609678	lincRNA
ENSG00000274020	ENST00000445201	processed_transcript
ENSG00000204261	ENST00000453426	lincRNA
ENSG00000178631	ENST00000415794	processed_pseudogene
ENSG00000214280	ENST00000514454	processed_pseudogene
ENSG00000114115	ENST00000474490	protein_coding
ENSG00000275456	ENST00000612573	protein_coding
ENSG00000197013	ENST00000594022	protein_coding
ENSG00000276805	ENST00000622550	transcribed_unprocessed_pseudogene
ENSG00000231551	ENST00000634549	transcribed_unprocessed_pseudogene
ENSG00000240065	ENST00000395330	protein_coding
ENSG00000132854	ENST00000317477	protein_coding
