Gene name	log2(TE)
CHD8	1.043152379
KLHDC10	1.042904501
PDCD7	1.041955316
NUDT16L1	1.041500772
ESYT1	1.041425144
STK11IP	1.040949628
MAP2K7	1.040868634
TCF12	1.040783086
ZC3H3	1.040587534
PDCD6IP	1.039625145
RUVBL2	1.039476064
ALDH16A1	1.039031812
SYPL1	1.03901481
SPAG7	1.038166216
TRIAP1	1.037972949
IFT140	1.03796785
NPC1	1.037213438
COPS8	1.036747812
ASPSCR1	1.036394237
TM9SF4	1.036364513
DCPS	1.035321058
SLC9A3R2	1.03526048
DSCR3	1.035075931
SORBS3	1.03500645
POLD1	1.034926043
BRCC3	1.034398868
ISYNA1	1.034225737
WWP2	1.034201484
PHACTR4	1.033998398
MPDU1	1.033803522
CUL4B	1.033532363
CAND2	1.031257383
POLR1A	1.030899098
CTNNA1	1.030236602
NARFL	1.029828006
SKP1	1.029759259
SIKE1	1.029713115
SNRNP40	1.02966145
PRKACA	1.028905451
EPHA2	1.028569152
NIP7	1.028401202
ABCC1	1.028014376
MCM3	1.027369466
NPRL3	1.027068243
CERS6	1.026959295
HNRNPD	1.026495516
TBC1D13	1.026324614
RIMKLA	1.024531006
TGFB1	1.023207391
PRMT1	1.022923448
BLOC1S1	1.022701941
BAX	1.022210464
PHLDB1	1.021897718
ERGIC1	1.021224422
GADD45A	1.021147374
CDKN2AIPNL	1.019757927
IP6K1	1.019606838
TRPC4AP	1.019586323
C19orf54	1.019575538
PSMD3	1.019518021
ITPK1	1.018859027
ITGA2	1.018550396
PHRF1	1.018541428
LAMTOR3	1.017212298
TTC38	1.017127566
CTSC	1.016639709
RTF1	1.016378016
ADCK3	1.016226204
FOXP4	1.015920847
RHOC	1.015915165
C9orf64	1.015367285
LAMTOR2	1.015092661
CTDP1	1.014717089
AGFG1	1.014448044
SUV39H1	1.013512697
GABARAP	1.011970169
UBQLN1	1.011435937
MRPL4	1.011073202
TTLL12	1.010749799
AP1S1	1.010229332
UBE2T	1.010194723
MAPK3	1.010119084
MPLKIP	1.009879151
GRPEL1	1.009733642
TPM1	1.009623664
RAB35	1.009469461
TMEM223	1.008283439
VTA1	1.006848601
ALKBH7	1.006803944
PNP	1.006790958
WARS	1.00661138
TMEM120B	1.006560698
RFXANK	1.005949266
HSD17B10	1.005844926
CEP97	1.005717768
WDR77	1.005576976
YWHAH	1.005349679
EXOC6B	1.005333444
FBXO21	1.004129971
C7orf55	1.003967967
THYN1	1.003701045
CDCA4	1.00367722
CAPZA1	1.00367169
S100A10	1.003649253
SHKBP1	1.003647777
SLC25A10	1.003337256
PSMB5	1.002903719
ARPC1B	1.002478432
NOP10	1.001688558
ZC3H18	1.000971839
PABPC4	1.000415702
PREP	1.000362441
COX15	1.000202441
PPP1R7	1.000114441
LEO1	1
MRI1	0.999191994
RAB21	0.99896943
FAH	0.998693802
ADPRHL2	0.998312966
ACO2	0.997701698
GINS2	0.996660922
TMED10	0.995976545
PGD	0.995754695
TNFAIP1	0.995230756
SCAMP3	0.995133801
GSR	0.994942977
STX5	0.994028077
PLK1	0.993828666
STXBP4	0.993697259
CDC25B	0.993451214
GEMIN5	0.993192728
MED21	0.993101993
EIF4EBP1	0.992833914
RBM14-RBM4	0.992450199
NME2	0.992140371
COPS6	0.991991862
RSU1	0.991758024
BNIP1	0.991540022
SMARCC1	0.990705375
ARHGEF11	0.990508551
ZNF346	0.990434105
HELLS	0.99000943
APOOL	0.989953705
CCT5	0.989701151
JMJD8	0.989475153
TXNDC5	0.989400782
CDK2	0.988717654
COX4I1	0.988688874
NOL6	0.988619772
ARMC9	0.988572653
PHF8	0.988543485
ACOT7	0.988330793
CSTF2T	0.988325757
BROX	0.988142872
RPS6KA1	0.9881259
CCDC124	0.987802464
ACTR8	0.987426806
NDUFA6	0.987123865
CTH	0.98710061
TRIM65	0.986981448
MRPS30	0.986961627
RBMX	0.98657417
GOT1	0.986465022
UBE2A	0.986247639
SCARB1	0.986072023
GMEB1	0.985946464
MCM2	0.985712224
TFG	0.985408775
UTRN	0.984786906
ABT1	0.984675523
PRR5-ARHGAP8	0.984528591
RAD54L2	0.983734946
DNAJC7	0.982865863
AP2A2	0.981881442
GPS1	0.981659281
EIF3K	0.981502944
RSF1	0.981374897
PUM1	0.981078757
SRRT	0.980202294
CSK	0.980023788
FN3KRP	0.97939641
PRTG	0.979107832
RAB11A	0.978220465
SLC25A5	0.97742272
RAD23A	0.977072909
TBC1D10B	0.97682054
CHMP4B	0.976719176
NPLOC4	0.97645595
DDX19B	0.976132494
POFUT1	0.975777898
MRPS34	0.975399435
KIF1B	0.975241755
MICALL1	0.975232095
TNPO1	0.974773686
GDAP2	0.974554983
SPR	0.97450359
C19orf24	0.973646929
LENG1	0.973636389
UQCC2	0.973626153
PMF1-BGLAP	0.972890429
EPRS	0.972774809
FOXC1	0.972748027
IQGAP1	0.97247483
MRPL34	0.971036408
ANK2	0.971020933
BAG4	0.970833335
SPNS1	0.970173064
PCYOX1	0.969917696
NME3	0.96970532
SMARCD2	0.969649482
CLASP1	0.969252316
SYNE1	0.969193953
TTC33	0.969127728
NUBP1	0.968914113
C19orf52	0.966984943
GCDH	0.966525295
STK10	0.966525295
TSC22D1	0.966482874
EPB41L3	0.966309488
EPB41L5	0.965332868
CHTF8	0.964950935
DNAJC16	0.964020703
GTF3C1	0.963808208
SLC35E1	0.963643692
CYBA	0.963392783
APRT	0.962344215
DAD1	0.961716054
SIK2	0.961296471
RBM22	0.961265263
COQ7	0.961158274
ERI3	0.96085928
DVL2	0.959956069
BRF2	0.95933533
MRPL22	0.958967823
PPIB	0.958718243
GTPBP3	0.958706171
GTF2H5	0.958659205
CYB5R3	0.958547333
PQBP1	0.958395804
INTS2	0.957771765
COX7B	0.957183888
TIMP1	0.956974456
NFRKB	0.956913412
UBL7	0.956876783
IRF2BP1	0.956771381
NAA15	0.955907696
ALMS1	0.955514614
CHCHD10	0.954745806
FAHD1	0.954363826
WWOX	0.953706348
MANSC1	0.953515098
PDCD6	0.952642171
RABL3	0.95225204
DAP	0.951623014
LANCL1	0.950159261
CTBP2	0.949847796
SEMA6A	0.949484729
EIF2B2	0.949419443
NTHL1	0.94937896
GALK1	0.949262638
ADD2	0.949128883
EXOC7	0.949046508
GRWD1	0.949026283
FAM50A	0.948740812
ZSWIM1	0.948733536
GFPT1	0.948514924
HIGD2A	0.948430181
COX5A	0.947851289
PTGES3	0.947448563
MRP63	0.947440636
CCDC22	0.947209577
NUCB1	0.947063231
NDUFA13	0.946937549
UBB	0.946177924
TEAD1	0.946034642
FBLN1	0.94587269
C14orf80	0.945443836
LETM1	0.945141824
GCN1L1	0.945023272
TAF5	0.944870557
LSM6	0.943670633
SNX17	0.943379517
ARRB1	0.943350139
KLHL42	0.942932468
WASF2	0.942801774
RPS15	0.942500734
UBA6	0.94248289
RUNX1T1	0.942389277
WDR1	0.942053692
MRPL53	0.942045542
FAM76A	0.940948216
UBE2K	0.940769221
IGF1R	0.940665861
MPG	0.940433641
GYG1	0.939974367
LMAN2	0.939784395
STAM2	0.938992914
FEM1A	0.938822662
SCRN1	0.93862889
RAD23B	0.93840414
CEBPG	0.938369228
RAB8A	0.93814847
HOXB8	0.937843524
RNF214	0.937584116
AAAS	0.93694128
SIN3B	0.936852281
SMAP1	0.936101322
AURKAIP1	0.935976301
MKLN1	0.935793337
MED20	0.935772157
DPH1	0.935477679
PLD3	0.935245216
EPT1	0.934506701
SUGT1	0.93397013
ADAMTS1	0.933870411
ZBTB10	0.933731245
ZER1	0.932957514
INO80C	0.93283672
ACN9	0.932111203
RFC5	0.932080065
BAIAP2	0.932038215
MYH10	0.931656139
FARSA	0.931253534
SIL1	0.931096415
ZNF777	0.931076782
PROSC	0.930896223
EXOC8	0.930706529
PSENEN	0.930484678
EEF2K	0.930385465
CLTB	0.930198283
RRS1	0.92965957
CYB5B	0.929299847
PFKP	0.928802666
KIAA1671	0.928797449
TST	0.928572624
PEX5	0.928571068
CA8	0.927901734
POLR2G	0.927568475
RTN4	0.927243658
ZNHIT6	0.926732868
MRPS21	0.926544074
ZNF12	0.926402181
LAP3	0.925965656
ALKBH1	0.925897357
PTPN1	0.925402418
NDNL2	0.925264073
DIP2B	0.925045492
FAF2	0.924539408
RNF2	0.9245098
TNIK	0.924465452
CAT	0.923991411
LRPPRC	0.923969093
FBXW8	0.923958746
CALU	0.92344525
DEF8	0.923140546
MPP1	0.921726136
PJA2	0.921663829
SHARPIN	0.921582971
BLVRA	0.921508002
BRAF	0.921353054
DYNC1LI1	0.921034303
ESRP2	0.920818334
GSS	0.920583312
MCM6	0.920511646
FEN1	0.920348033
UBALD2	0.920302253
EIF3I	0.920250381
ASL	0.920164863
DSC3	0.919424095
MIA3	0.919363979
MPI	0.919003461
STMN1	0.918549188
TRMT1L	0.91849464
SYNCRIP	0.918275874
IMP3	0.918183339
VAC14	0.916208357
PRKAR1A	0.915638627
CALR	0.915586521
PSMA7	0.915436723
MRPS10	0.914445486
CXorf56	0.914420653
TLE3	0.914420183
NFS1	0.914331184
CEP41	0.914325782
PRKCD	0.914315399
CCSAP	0.914252878
PTPLB	0.914215952
TSFM	0.91417198
BRAT1	0.91412634
DOLPP1	0.913997482
INTS5	0.913763858
KDELC2	0.912355551
PARK7	0.912289441
ADD1	0.912064642
NELFA	0.912014045
HADH	0.911813013
HARS	0.91177964
MARS2	0.911234411
PCDH7	0.91100807
ANXA5	0.910975235
CDK9	0.910798982
MID1	0.910524504
PVR	0.910222727
2-Sep	0.909663296
CDC37	0.909473724
BOLA3	0.908297571
PACSIN2	0.907114475
SEH1L	0.90700661
PNPLA2	0.906856717
ATRN	0.906513371
ZFAND5	0.906205067
SKA2	0.906110022
DPP9	0.906035412
TACC1	0.905206188
CHURC1	0.905084137
VMA21	0.904788274
SNX1	0.903955045
ARHGEF2	0.903604613
NUP188	0.903561042
SHMT1	0.90342674
KTI12	0.902932582
PC	0.902831341
ST13	0.902642813
TRIM8	0.902416553
SF3A3	0.902365978
TAF4	0.901530423
CCDC85C	0.9014896
RGS10	0.901343989
TBCB	0.901057554
TELO2	0.900595427
QSOX1	0.898899558
NDUFA2	0.898568567
SAMD1	0.898409693
EML2	0.898263418
CTSB	0.897929728
INTS1	0.896825985
ARHGDIA	0.896802598
CTTN	0.896657959
TNKS1BP1	0.896402892
HMGB2	0.896011527
ARCN1	0.895493711
AACS	0.894862609
VPS26A	0.894560811
FLII	0.894498775
CPNE3	0.894191119
CREB1	0.892911565
HNRNPH2	0.892770258
RPTOR	0.892329656
FARP2	0.891721548
ATP6V1E1	0.891675226
DCAF15	0.890950297
RB1	0.890486515
TMEM261	0.889660597
AHR	0.889441625
AK1	0.88938143
AP5Z1	0.888968688
PPIC	0.888819619
LMO4	0.888702099
SSR3	0.888687069
INTS3	0.888511381
FDX1L	0.888465121
ANXA7	0.888129895
OST4	0.888084166
B3GNT1	0.887838908
ARPC5L	0.887791206
NAA50	0.887746523
ACSL4	0.887687053
NKX2-5	0.887118444
CBFA2T2	0.886858072
CC2D1A	0.88685007
TMX1	0.88656219
DDA1	0.886332001
ALCAM	0.885707306
AATF	0.885621979
SARS2	0.885541275
SNAP23	0.885094351
STK24	0.885036315
TXNDC17	0.884703345
FAM216A	0.884505873
GMPS	0.884421873
PLEKHJ1	0.883609647
DCTN4	0.883574114
TKT	0.882666509
OTUD7B	0.881766001
ARHGAP17	0.881712685
NIT1	0.881703455
GSTP1	0.88167206
YIPF3	0.881665145
IDH1	0.881376631
POLR1E	0.881134469
PGRMC2	0.880917673
G6PC3	0.880786842
EMC2	0.880728579
SEC13	0.880554693
RPL37	0.880547461
RIPK4	0.880517148
ARPC4	0.880480576
CETN2	0.879886169
SLC25A25	0.879553511
SIGMAR1	0.879129652
ING5	0.878614576
HSPD1	0.877450432
LMAN1	0.87709143
SSR4	0.877019102
RPRD2	0.875139582
IDE	0.874743227
KDM1A	0.874400305
C12orf23	0.874190237
USP13	0.873815161
KAT5	0.873463588
FOXJ3	0.87315259
GNAS	0.872802226
ADAR	0.872179475
PHLPP1	0.871725978
ARL3	0.871391327
CLPP	0.871018657
DDX56	0.870846427
EPHB2	0.869801277
TAF6L	0.869770114
USP19	0.869716072
VPS37B	0.86941589
SEC61A1	0.869084155
GNPNAT1	0.868974728
CDKN1B	0.868791087
ILF2	0.868594498
ISL2	0.867859661
RNF213	0.867711752
SCFD2	0.867421491
PYGB	0.867351316
C16orf80	0.867173767
CRTC3	0.86615385
SMC1A	0.866054714
SDHB	0.865479228
DRAP1	0.865438319
TFRC	0.864781897
PNPLA3	0.864761227
NASP	0.864468419
CCT2	0.863948123
NR2F2	0.863582562
SLC7A2	0.863123599
AGL	0.862934348
PDCD4	0.862559502
C16orf58	0.862353769
UQCR11	0.862288681
DDX51	0.861969849
MED30	0.861869081
PCYT1A	0.861720625
PDP2	0.861363025
ATIC	0.860712922
DNAJA2	0.860381716
IK	0.85988348
ITGA6	0.859566295
USP14	0.85842549
PES1	0.858150842
TMEM39B	0.857682356
CAB39	0.857663446
EIF4A3	0.857512742
PPHLN1	0.857259828
GPT2	0.857250141
ERCC1	0.857196111
REEP5	0.856478784
RASAL2	0.856286791
MRC2	0.856164227
FHOD1	0.855759554
MRPL44	0.855759122
C10orf76	0.855641389
IRF2BPL	0.85548311
HTATSF1	0.855007556
MAP9	0.854974889
DAK	0.854428581
NME1	0.854009283
EMC4	0.853555293
PATL1	0.853440312
RAB14	0.852837692
KRI1	0.852537602
RPL24	0.852309689
PYCR2	0.852255339
PDK3	0.852139609
DLC1	0.851677253
LRCH4	0.850766721
PSMD2	0.850455858
ASH2L	0.850186838
CLSPN	0.849424258
AASDHPPT	0.849198076
8-Sep	0.848811413
SYMPK	0.84870966
TUBB6	0.848451585
CHMP7	0.848416478
PLAT	0.848226653
ALDH7A1	0.848218069
CLN6	0.847315132
ZFHX3	0.847148512
GOSR1	0.846939779
U2AF1	0.846887405
NEFL	0.846579267
ZFAT	0.845602391
PBDC1	0.845435814
G3BP1	0.845234004
ITM2B	0.845204964
COPZ1	0.845099493
CORO1C	0.84438746
LSM14A	0.843663934
GALE	0.843344192
DPM2	0.843114685
SULF2	0.843022627
NDUFB2	0.843006994
SEC24B	0.842927826
RHBDD2	0.842517878
EWSR1	0.842062267
GPATCH2L	0.841892405
SMG9	0.84171869
LAGE3	0.841695943
NAT8L	0.841261487
NIPSNAP1	0.840948867
XRCC4	0.840764723
AVL9	0.840588225
SUGP1	0.840234865
ATP6V1G1	0.840084668
TMEM106B	0.840059087
OS9	0.839490061
BCKDK	0.839480234
SIX4	0.839074591
VPS16	0.837678498
ANKHD1-EIF4EBP3	0.837602842
HEBP1	0.837289691
SOAT1	0.836868202
YARS	0.835893399
KIF2C	0.835571316
SSNA1	0.83555895
CCDC117	0.835287681
CNOT11	0.835231672
MKNK2	0.834605894
MPC1	0.834371105
CCDC51	0.833958596
BAG2	0.833699289
ZYG11B	0.833679676
GOLPH3L	0.833323581
GAB1	0.833164108
CERS1	0.83225417
RNASEH2A	0.832161522
HERC5	0.832099834
SHMT2	0.831636328
CD164	0.831460377
MYO1D	0.831298194
ZNF281	0.830992785
CHAF1A	0.830563263
TUBGCP2	0.830365501
TMED4	0.829628993
POP5	0.829275147
PM20D2	0.828954459
PAICS	0.828934345
DVL3	0.828728573
PRDM15	0.828298936
PYCRL	0.828217775
ANKHD1	0.828182501
SCAMP1	0.828120568
FZR1	0.827888137
RNF4	0.827527832
LY6E	0.827498226
ZC3H14	0.826485673
UBE4B	0.82581509
MNX1	0.825492015
RRP1B	0.825461116
GET4	0.825241845
MYC	0.825236442
MRPL40	0.825094987
PRPF6	0.824808074
SLC7A6OS	0.82433466
HDGF	0.82431959
NUP133	0.823875182
LDHA	0.823692445
FNTB	0.823597683
MXI1	0.82335067
POP7	0.822715624
CDKAL1	0.82269921
COG5	0.822560644
OBSL1	0.821968197
ADI1	0.821695333
EID1	0.821168204
PPME1	0.821104332
GEMIN7	0.821049261
PIM2	0.821029859
KMT2D	0.82064409
MTHFSD	0.82058355
CTSL	0.82020298
FOXRED2	0.820162698
CC2D1B	0.819879231
NSDHL	0.81983285
VANGL1	0.818226209
POR	0.817671229
RUNDC1	0.81764224
ELAC2	0.816982222
NCSTN	0.816616492
ZC3HC1	0.816442661
C21orf33	0.816336824
BIRC5	0.816142283
RFWD3	0.816120175
SH3BP1	0.815893288
CMC1	0.815148027
ADA	0.815002699
TRAP1	0.814457694
MIS18A	0.814367766
TXN	0.814201061
WDR45	0.81338787
TMEM65	0.812634778
HRSP12	0.812298022
NDUFS6	0.812030269
SSBP1	0.811896593
SERP1	0.811775183
CCT7	0.811716201
WDR7	0.811304508
GGCX	0.811097324
SUMO3	0.810458069
DYRK1A	0.810366316
RBBP5	0.810295222
IL17RA	0.810263908
FAM96B	0.809470458
MKRN2	0.809145978
CAPZB	0.808513327
SARM1	0.808098771
SYNJ2	0.80787397
NAA10	0.807614164
SPATA5	0.807076006
BHLHE40	0.80592186
CDCA8	0.805316257
RPL11	0.805296548
PTRHD1	0.804535191
TRA2A	0.804382706
SKIL	0.804232464
TOMM40	0.803926564
EAF1	0.803760911
NDUFB6	0.803632725
MRPL33	0.803025624
FAM118A	0.803017919
CPT2	0.802433254
C14orf119	0.802265852
DNAJC9	0.802161579
ZNF444	0.801692106
EIF6	0.801470067
ANKMY2	0.801424794
COPG2	0.801255669
CECR2	0.799886251
MAGT1	0.799632442
TBC1D4	0.799310002
RPUSD2	0.79899525
SMAP2	0.798906557
C11orf54	0.798860128
CA2	0.798393737
ARHGAP8	0.796967254
EFTUD2	0.796370058
TOMM20	0.796352526
SRM	0.795905954
DIS3L2	0.795901871
GTSE1	0.795726776
PFKM	0.794850557
EMG1	0.794309637
NCAPD2	0.794162322
NSUN3	0.794114694
PIK3R1	0.793413282
HECTD3	0.793070696
MARK2	0.792933077
PAFAH1B3	0.792833322
CCDC94	0.792763234
TMEM205	0.792402335
SLC29A1	0.792368038
PSMB4	0.791874614
PPP2R5E	0.791703922
RBM38	0.790964364
IDH2	0.790500816
NT5C	0.79035706
MOB2	0.790049557
MAX	0.790031188
STXBP2	0.789893952
CPOX	0.78936751
GTF2B	0.789197645
HADHB	0.788982849
GPN2	0.788875881
POLR2I	0.788792312
RBM19	0.788700731
RCC1	0.788513854
LIN54	0.788495895
ARL6IP4	0.788463833
SOX12	0.787972812
TFAP2A	0.787419301
NDUFB10	0.787172512
PEX11A	0.787108898
ACVR2B	0.787070365
ZGPAT	0.78689578
FTSJ3	0.785894846
NAA30	0.785789572
SEPHS1	0.784759483
CAST	0.784358991
SND1	0.784352075
RBM4	0.784283163
MPST	0.784036451
TMED9	0.783820229
COG7	0.783149462
ARNT	0.782616511
AHSA1	0.782368239
PLD6	0.781880286
HOXA11	0.781845179
NMT1	0.781833019
TMEM189-UBE2V1	0.781708088
ANAPC10	0.781256844
NUDT5	0.780795934
PPP6C	0.780779702
PDK1	0.78001167
PRDX1	0.779457841
RTKN	0.779377757
IRF3	0.77909107
POLR1C	0.778721813
NAGA	0.778660564
PIAS1	0.777852664
MRPL38	0.777725095
C19orf53	0.77769759
TRIM44	0.77747436
HSPA4	0.777240516
GMDS	0.777148633
MRPL48	0.777080267
TUBA1A	0.776644555
VPS4A	0.776537886
DDX20	0.776504477
ATP5O	0.775945784
JRK	0.775909599
CRIM1	0.775760338
AASS	0.775457441
UBE2Z	0.774799358
ECH1	0.774592627
GNB4	0.774354601
CAAP1	0.774267851
HIBADH	0.774255959
NPM3	0.774177145
POLR3GL	0.773549362
MYL12B	0.773512075
UBIAD1	0.773387354
INTS4	0.773162479
PEX10	0.772644227
QTRT1	0.771866486
SCP2	0.771796056
C1orf85	0.771445932
CPSF7	0.770618892
RAP1GDS1	0.770274611
RRP15	0.770093817
MRPS23	0.769288016
COMMD2	0.769267624
GXYLT1	0.768596337
SLBP	0.768293601
RUVBL1	0.768133881
SATB2	0.768126526
ARMC1	0.767826558
SF3B3	0.767181537
NDUFA8	0.766778431
MNAT1	0.766340687
RHOB	0.766133217
DNMT1	0.765983992
MCM7	0.765787137
LUC7L2	0.765403078
KIF3A	0.765187256
EDF1	0.764721276
UQCRQ	0.764619265
HNRNPUL1	0.764242814
NAGLU	0.764138874
NUSAP1	0.7633423
PRMT7	0.763339984
ATP1B1	0.762533205
VAMP2	0.762296099
SNX2	0.76220702
EID2	0.7621336
PWP2	0.7616071
PELP1	0.761378268
TMEM161A	0.760970228
PCCB	0.760560711
AZI1	0.760122096
GIGYF2	0.760102093
SUCLG1	0.760038132
RAD51	0.759483031
TADA2B	0.75916723
RPUSD1	0.758852664
PRDX3	0.758743763
ATXN10	0.758509064
MMADHC	0.758256332
ZNF207	0.758221305
RYBP	0.758088206
BTD	0.757536977
NOB1	0.757429697
EPHA7	0.757249866
SURF2	0.756894395
KLC2	0.756824994
PDE6D	0.756777546
DHX37	0.756500499
EMD	0.756400631
MAPK14	0.756179002
PEMT	0.756033681
NR3C2	0.755965002
NCOR2	0.755782752
CBX2	0.755681052
TPBG	0.755668653
TRAPPC3	0.755374652
DDX3X	0.755187259
C17orf51	0.75518124
BZW1	0.755126281
NOLC1	0.755084733
TUBG1	0.755005641
RBM10	0.754782107
RAB11FIP4	0.754722065
ASB6	0.754679756
KIAA1549	0.754316929
PARVB	0.753719196
NCL	0.753568518
PDCL	0.753353014
NCOA5	0.753321095
GLOD4	0.753273319
PITX1	0.753121907
UNKL	0.752652231
VBP1	0.751960685
NUP93	0.751506549
DIAPH2	0.751341924
MTA2	0.751296151
VPS11	0.751232163
MFAP3	0.751224463
NOP9	0.751049644
QTRTD1	0.750769035
BLOC1S4	0.750729058
CLDN12	0.750680165
UGDH	0.75014428
LEPRE1	0.749800006
XRCC1	0.749740137
RHOA	0.749458944
IFT27	0.749025263
RIMKLB	0.748976573
PPP2R1B	0.748259286
TCERG1	0.748225429
PGP	0.748179071
CBS	0.747805903
EXOSC6	0.747751273
ZHX3	0.747433497
THOP1	0.747260223
HNRNPF	0.74705558
UBE2V2	0.746907891
CCNB1	0.746837503
UBA52	0.746662418
ITM2C	0.746325489
ALKBH5	0.746187029
PFDN5	0.745802655
RAB34	0.745775388
RPS6KA3	0.745147251
WDR83OS	0.744940755
SLC12A7	0.744890835
AKIRIN1	0.744810916
TMEM9	0.744771086
TMEM101	0.744075983
PAK4	0.743926248
SHC1	0.74371445
TAF15	0.743611935
ERLIN2	0.743451368
ARFGAP3	0.74320322
SUPT3H	0.742795697
TIMM22	0.742523173
FEZ2	0.742212445
SELK	0.742081611
PLS3	0.741744208
C9orf40	0.741730845
CITED1	0.741648956
CNNM3	0.741529814
RPLP2	0.741185419
C3orf58	0.74074571
PSMA5	0.740339777
HSCB	0.740274794
MOGS	0.739678425
CDK5RAP3	0.739444757
PSMC3	0.738712081
OSTC	0.73865338
ISCU	0.73857152
SMPDL3B	0.738300805
ENTHD2	0.737369089
DSG2	0.737036872
GUK1	0.736442689
CBR4	0.736222839
DYNLT1	0.735701205
NFKB2	0.735641413
RPS11	0.73562433
TMEM123	0.735604632
PA2G4	0.735510653
TWIST1	0.735387153
TJP2	0.735240226
PPAT	0.734743611
TACO1	0.734472522
RPN1	0.734428748
MAT2B	0.734302711
FAM101B	0.733780008
C19orf70	0.733674887
TPX2	0.733621323
GORASP2	0.733468871
GLRX3	0.733414714
GIPC1	0.733394151
SUN2	0.733103352
MRPS12	0.73302794
SESN2	0.732859174
PHF13	0.732799254
ERP44	0.732769726
KIF11	0.732435936
ARG2	0.732299405
RCHY1	0.731719796
SDHAF2	0.73169208
NLN	0.731650288
GLB1L2	0.731116258
DECR1	0.73097591
ARF4	0.73085748
TM2D3	0.730624067
PKP2	0.730160416
EIF3G	0.730108036
FAT4	0.729548123
BRI3	0.72866784
TBX18	0.728443164
RPN2	0.727993897
POMP	0.72781361
WDR44	0.727689535
MAGI1	0.727547521
TARDBP	0.727544377
PSMB7	0.727422372
PLOD3	0.727200151
TRA2B	0.726393705
DYNC1I2	0.726370479
GPD2	0.725857204
PSMD9	0.725718586
DCAF13	0.724747118
ZNF526	0.724230281
KPNA4	0.724215414
CRTAP	0.724060297
WIBG	0.724057184
RNF38	0.723726571
ZFP64	0.72309342
C16orf70	0.722568166
CD9	0.722319912
SEC23IP	0.722070588
MAD2L1BP	0.721804909
SAP30	0.721269595
APLP1	0.721060413
FKBP8	0.720695658
APEX1	0.720392178
GSG2	0.720300141
CHPF	0.719769979
FIS1	0.719729376
HIRIP3	0.719515101
H1F0	0.719239574
RRM2B	0.719187009
C14orf166	0.71795574
TMEM189	0.717741223
MEA1	0.717564827
NET1	0.717031271
FECH	0.716827949
DAZAP1	0.716562951
NECAP2	0.715828225
KIAA1147	0.71572899
LRP2	0.715696977
ICT1	0.715622904
USP3	0.715432433
TIMM50	0.715392376
CCDC88C	0.714688674
GOSR2	0.714285575
MYO6	0.714216469
NAPG	0.714214361
AMACR	0.714139002
PICK1	0.713695815
MCOLN1	0.713397944
CDC73	0.713143986
PIAS3	0.713118852
TRIM33	0.712799283
ERC1	0.712520039
LIFR	0.712400449
PSAT1	0.712218257
SYF2	0.712033901
TRIP6	0.711946298
FLVCR1	0.711735479
ARL6IP5	0.711673769
CBX8	0.711511368
NRP1	0.711430502
ZKSCAN1	0.711207847
PIP5K1A	0.710956245
ATXN7L3B	0.710682378
HSD17B4	0.710644839
ATP1A1	0.710578661
UBE2E2	0.710541233
SMAD4	0.710336602
PPM1K	0.709713272
C19orf10	0.709711652
LRP1B	0.709409872
SLC25A11	0.709274166
E2F7	0.70901098
GLS	0.708669051
THAP11	0.708151345
EBP	0.708114767
LRCH3	0.7075021
PPP5C	0.707359942
SLC23A2	0.706877458
ZMAT2	0.706834504
C11orf84	0.706785669
FKBP5	0.70666984
MAD2L2	0.706304864
TANC2	0.706268797
BCL10	0.705796388
AES	0.70563062
FBXO28	0.705331093
COQ9	0.704809552
PPIL1	0.704331426
RRAGA	0.70431786
RAB12	0.704299405
ARHGAP39	0.704196739
MRPL24	0.704070023
KDELR2	0.703383754
SNW1	0.703068922
AP1G1	0.702941809
CCDC58	0.702749238
METAP1	0.701909939
AAR2	0.701724067
GTF2F1	0.701418897
KIT	0.701391176
EIF4G3	0.701321966
SRSF7	0.701103011
NCAPH	0.700891195
PPIL4	0.70071876
PEX19	0.700161903
HIP1R	0.700066011
ACOT13	0.698339012
HK1	0.697902899
DPM3	0.697805378
FBXO31	0.697624703
MTHFD1	0.697313658
GMPPA	0.697280014
PAIP2	0.696229685
RPS16	0.695928718
KDM5B	0.695915001
PPP4R2	0.695731122
SEC23B	0.695555051
RPP25L	0.695502117
ERI1	0.695351385
SNRPB2	0.695083299
UBAP2L	0.694126381
NAP1L4	0.694082377
NDUFS3	0.693720409
NUBP2	0.693583522
EEF1D	0.693334999
GCLM	0.693288199
PGM1	0.69305838
NUFIP1	0.692741594
RAI1	0.692209016
GRIPAP1	0.691925914
CMPK1	0.691891233
DCTN6	0.691877705
PABPC4L	0.69166097
EPHX1	0.691646763
PLCG2	0.691314482
AURKB	0.691113869
RPL35	0.690756646
FAM83D	0.690678025
ATP5J2-PTCD1	0.690644717
RNF25	0.690375288
ALDH1B1	0.690247297
EEF2	0.68939417
FOXK2	0.689248424
DTL	0.689193792
DRG1	0.689154981
PPM1E	0.688954458
JMJD6	0.688828942
KIAA1737	0.688557688
OSTF1	0.688490582
UBXN4	0.68808044
BUB3	0.687543095
MRPS24	0.686218677
CAPN2	0.685366545
DIDO1	0.684878281
RLIM	0.684662014
HIBCH	0.684304485
ANKZF1	0.684182106
DNAJC6	0.684175928
PPIA	0.68366205
LIMS1	0.683553074
ZNF282	0.682570624
PSMD7	0.68256847
EXOSC8	0.682250143
ASCC1	0.68224177
UAP1L1	0.682170473
